ID	DOCULECT	CLUSTERFORMAT	CLUSTERID	CONCEPT	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	CONCEPTID	CONCEPT_VARIANTS	FORM_VARIANTS	HOMOPHONES	ID_BACK	CHECK	COGID
1007	Achang_Luxi	0 4 3 0	216	the claw	kjaʔ³¹khɯ³⁵	the claw	k j a ʔ ³¹ + kʰ ɯ ³⁵	?	?	claw	kjaʔ³¹ khɯ³⁵  | 1355.30	Achang (Luxi) JZ-Achang	4 3	CCVcTCVT	k j a ʔ ³¹ ◦ kh ɯ ³⁵	122				1185	-	165
1008	Atsi_C	0 0 0 1	216	the claw	san²¹	the claw	s a n ²¹	?	?	claw / talon n	san²¹  | 0307.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	s a n ²¹	122				1187	-	165
1009	Bola	2 0 0 1	216	the claw	la̱ʔ³¹saŋ³⁵	the claw	l a̱ ʔ ³¹ + s a ŋ ³⁵	?	?	claw / talon n	la̱ʔ³¹ saŋ³⁵  | 0307.32	Bola (Luxi) TBL	2 1	CVcTCVcT	l a̱ ʔ ³¹ ◦ s a ŋ ³⁵	122				1188	-	165
1010	Burmese_ZMYYC	0 0 3 0	216	the claw	khre	the claw	kʰ r e ²	?	?	claw / talon n	khre²  | 174.39	Burmese (Written) ZMYYC	3	CCV	kh r e	122			the claw // the foot	1189	-	165
1011	Lashi	2 0 0 1	216	the claw	lɔʔ³¹sə̱ŋ⁵⁵	the claw	l ɔ ʔ ³¹ + s ə̱ ŋ ⁵⁵	?	?	claw / talon n	lɔʔ³¹ sə̱ŋ⁵⁵  | 0307.33	Leqi (Luxi) TBL	2 1	CVcTCVcT	l ɔ ʔ ³¹ ◦ s ə̱ ŋ ⁵⁵	122			the claw // the nail	1192	-	165
1012	Lashi_B	2 0 0 1	216	the claw	lɔʔ³¹sə̱ŋ³³	the claw	l ɔ ʔ ³¹ + s ə̱ ŋ ³³	?	?	claw / talon n	lɔʔ³¹ sə̱ŋ³³  | 7.4.3	Lashi DQ-Lashi	2 1	CVcTCVcT	l ɔ ʔ ³¹ ◦ s ə̱ ŋ ³³	122			the claw // the fingernail // the nail	1191	-	165
1013	Maru	0 0 3 1	216	the claw	khjik⁵⁵saŋ³⁵	the claw	kʰ j i k ⁵⁵ + s a ŋ ³⁵	?	?	claw / talon n	khjik⁵⁵ saŋ³⁵  | 0307.31	Langsu (Luxi) TBL	3 1	CCVcTCVcT	kh j i k ⁵⁵ ◦ s a ŋ ³⁵	122				1190	-	165
1014	Maru_C	0 0 3 1	216	the claw	khjik³¹saŋ³⁵	the claw	kʰ j i k ³¹ + s a ŋ ³⁵	?	?	claw / talon n	khjik³¹ saŋ³⁵  | 7.4.3	Maru [Langsu] DQ-Langsu	3 1	CCVcTCVcT	kh j i k ³¹ ◦ s a ŋ ³⁵	122				1193	-	165
1015	Xiandao	5 0	217	the claw	chi⁵⁵	the claw	c h i ⁵⁵	?	?	claw	chi⁵⁵  | 0307.29	Achang (Xiandao) TBL	5	CVT	ch i ⁵⁵	122				1186	-	166
1016	Achang_Lianghe	0 0 0 0 1 0 2	218	the cloud	mɑu³¹ȵɑu³¹	the cloud	m ɑ u ³¹ + ȵ ɑ u ³¹	?	?	cloud n	mɑu³¹ ȵɑu³¹  | T.26	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	m ɑu ³¹ ◦ ȵ ɑu ³¹	123				1194	-	167
1017	Achang_Longchuan	3 4 0 0 0 0 0	218	the cloud	xan³¹tɕin³¹	the cloud	x a n ³¹ + tɕ i n ³¹	?	?	cloud n	xan³¹ tɕin³¹  | 0007.28	Achang (Longchuan) TBL	3 4	CVcTCVcT	x a n ³¹ ◦ tɕ i n ³¹	123				1195	-	167
1018	Achang_Longchuan_B	3 4 0 0 0 0 0	218	the cloud	xaŋ³¹tɕin³¹	the cloud	x a ŋ ³¹ + tɕ i n ³¹	?	?	cloud n	xaŋ³¹ tɕin³¹  | 6.41	Achang (Longchuan) ZMYYC	3 4	CVcTCVcT	x a ŋ ³¹ ◦ tɕ i n ³¹	123				1196	-	167
1019	Achang_Luxi	0 0 2 0 1 0 0	218	the cloud	na⁵⁵mau⁵⁵	the cloud	n a ⁵⁵ + m a u ⁵⁵	?	?	cloud n	na⁵⁵ mau⁵⁵  | 0221.03	Achang (Luxi) JZ-Achang	2 1	CVTCVT	n a ⁵⁵ ◦ m au ⁵⁵	123				1197	-	167
1020	Atsi	0 0 0 5 1 0 0	218	the cloud	mu̱t⁵⁵mau⁵⁵	the cloud	m u̱ t ⁵⁵ + m a u ⁵⁵	?	?	cloud n	mu̱t⁵⁵ mau⁵⁵  | 0007.30	Atsi [Zaiwa] TBL	5 1	CVcTCVT	m u̱ t ⁵⁵ ◦ m au ⁵⁵	123				1199	-	167
1021	Bola	0 4 0 0 0 0 0	218	the cloud	tʃa̱m⁵⁵	the cloud	tʃ a̱ m ⁵⁵	?	?	cloud n	tʃa̱m⁵⁵  | 0007.32	Bola (Luxi) TBL	4	CVcT	tʃ a̱ m ⁵⁵	123				1200	-	167
1022	Burmese_ZMYYC	0 4 0 0 0 0 0	218	the cloud	tim	the cloud	t i m ²	?	tim	cloud n	tim²  | 6.39	Burmese (Written) ZMYYC	4	CVc	t i m	123				1201	-	167
1023	Lashi	0 4 0 0 1 0 0	218	the cloud	tsɔ̱m⁵⁵mou⁵⁵	the cloud	ts ɔ̱ m ⁵⁵ + m o u ⁵⁵	?	?	cloud n	tsɔ̱m⁵⁵ mou⁵⁵  | 0007.33	Leqi (Luxi) TBL	4 1	CVcTCVT	ts ɔ̱ m ⁵⁵ ◦ m ou ⁵⁵	123				1203	-	167
1024	Maru	0 4 0 0 0 5 0	218	the cloud	tʃa̱m³¹thɔi³⁵	the cloud	tʃ a̱ m ³¹ + tʰ ɔ i ³⁵	?	?	cloud n	tʃa̱m³¹ thɔi³⁵  | 0007.31	Langsu (Luxi) TBL	4 5	CVcTCVT	tʃ a̱ m ³¹ ◦ th ɔi ³⁵	123				1202	-	167
1025	Xiandao	3 4 0 0 0 0 0	218	the cloud	çaŋ⁵⁵cin³¹	the cloud	c ̧ a ŋ ⁵⁵ + c i n ³¹	?	?	cloud n	çaŋ⁵⁵ cin³¹  | 0007.29	Achang (Xiandao) TBL	3 4	CVcTCVcT	ç a ŋ ⁵⁵ ◦ c i n ³¹	123			the cloud // the fog	1198	-	167
1026	Achang_Lianghe	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tɕɑ⁵⁵	the rice	tɕ ɑ ⁵⁵	?	?	rice (cooked)	tɕɑ⁵⁵  | 653.17	Achang (Lianghe) JZ-Achang	1	CVT	tɕ ɑ ⁵⁵	124				2197	-	386
1027	Achang_Longchuan	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tɕɔ⁵⁵	the rice	tɕ ɔ ⁵⁵	?	?	rice (cooked) n	tɕɔ⁵⁵  | 0440.28	Achang (Longchuan) TBL	1	CVT	tɕ ɔ ⁵⁵	124				2204	-	386
1028	Achang_Longchuan_B	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tɕɔ⁵⁵	the rice	tɕ ɔ ⁵⁵	?	?	rice (cooked)	tɕɔ⁵⁵  | 392.41	Achang (Longchuan) ZMYYC	1	CVT	tɕ ɔ ⁵⁵	124				2198	-	386
1029	Achang_Luxi	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tsa³¹	the rice	ts a ³¹	?	?	rice (cooked)	tsa³¹  | 3.7.6	Achang (Luxi) JZ-Achang	1	CVT	ts a ³¹	124				2199	-	386
1030	Atsi	2 0 0 0 0 0 0 0 0 0 0 0 0	373	the cooked rice	tsaŋ²¹	the rice	ts a ŋ ²¹	?	?	rice (cooked) n	tsaŋ²¹  | 0440.30	Atsi [Zaiwa] TBL	2	CVcT	ts a ŋ ²¹	124				2206	-	386
1031	Atsi_B	2 0 0 0 0 0 0 0 0 0 0 0 0	373	the cooked rice	tsaŋ²¹	the rice	ts a ŋ ²¹	?	?	rice (cooked)	tsaŋ²¹  | 392.42	Atsi [Zaiwa] ZMYYC	2	CVcT	ts a ŋ ²¹	124				2200	-	386
1032	Bola	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	ta⁵⁵	the rice	t a ⁵⁵	?	?	rice (cooked) n	ta⁵⁵  | 0440.32	Bola (Luxi) TBL	1	CVT	t a ⁵⁵	124				2207	-	386
1033	Burmese_ZMYYC	0 0 10 0 0 0 0 0 11 0 0 0 0	373	the cooked rice	tha¹maṅḥ	the rice	h t ɑ ¹ + m ɑ ŋ ³	?	?	rice (cooked)	htɑ¹ mɑŋ³  | 392.39	Burmese (Written) ZMYYC	10 11	CVTCVcT	th a ¹ ◦ m a ṅ ḥ	124				2201	-	386
1034	Hpun	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	sáʔ	the rice	s á ʔ	?	?	rice (cooked)	sáʔ  | 90	Hpun (Northern) EJAH-Hpun	1	CVc	s á ʔ	124				2202	-	386
1035	Lashi	3	375	the cooked rice	wɔm³³	the rice	w ɔ m ³³	?	?	rice (cooked) n	wɔm³³  | 0440.33	Leqi (Luxi) TBL	3	CVcT	w ɔ m ³³	124				2209	-	396
1036	Maru	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tsɔ³¹	the rice	ts ɔ ³¹	?	?	rice (cooked) n	tsɔ³¹  | 0440.31	Langsu (Luxi) TBL	1	CVT	ts ɔ ³¹	124				2208	-	386
1037	Maru_B	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	tsɔ³¹	the rice	ts ɔ ³¹	?	?	rice (cooked)	tsɔ³¹  | 392.43	Maru [Langsu] ZMYYC	1	CVT	ts ɔ ³¹	124				2203	-	386
1038	Xiandao	0 0 0 0 0 0 1 0 0 0 0 0 0	373	the cooked rice	cɔ⁵⁵	the rice	c ɔ ⁵⁵	?	?	rice (cooked) n	cɔ⁵⁵  | 0440.29	Achang (Xiandao) TBL	1	CVT	c ɔ ⁵⁵	124				2205	-	386
1039	Hpun	0 5 6 0 0 1 0	275	the couple	mízàʼló	the husband	m í + z àʼ + l ó	?	?	husband and wife	mízàʼ ló  | 65	Hpun (Northern) EJAH-Hpun	5 6 1	CVCVCCV	m í ◦ z à ◦ ʔ l ó	125				1672	-	254
1040	Achang_Lianghe	0 0 1 0 0 0	219	the day	nɑi³¹	the day (opposed to night)	n ɑ i ³¹	?	?	day (24 hours)	nɑi³¹  | 473.48	Achang (Lianghe) JZ-Achang	1	CVT	n ɑi ³¹	126				1205	-	168
1041	Achang_Longchuan	0 0 1 0 0 0	219	the day	niʔ³¹	the day (opposed to night)	n i ʔ ³¹	?	?	day (time) n	niʔ³¹  | 0748.28	Achang (Longchuan) TBL	1	CVcT	n i ʔ ³¹	126				1211	-	168
1042	Achang_Longchuan_B	0 0 1 0 0 0	219	the day	ȵen³¹	the day (opposed to night)	ȵ e n ³¹	?	?	day (24 hours)	ȵen³¹  | 88.41	Achang (Longchuan) ZMYYC	1	CVcT	ȵ e n ³¹	126				1206	-	168
1043	Achang_Luxi	0 0 1 0 0 0	219	the day	ȵi⁵¹	the day (opposed to night)	ȵ i ⁵¹	?	?	day (24 hours)	ȵi⁵¹  | 0046.37	Achang (Luxi) JZ-Achang	1	CVT	ȵ i ⁵¹	126				1207	-	168
1044	Atsi	0 0 1 0 3 0	219	the day	ŋji⁵⁵khjui⁵⁵	the day (opposed to night)	ŋ j i ⁵⁵ + kʰ j u i ⁵⁵	?	?	day (time) n	ŋji⁵⁵ khjui⁵⁵  | 0748.30	Atsi [Zaiwa] TBL	1 3	CCVTCCVT	ŋ j i ⁵⁵ ◦ kh j ui ⁵⁵	126				1213	-	168
1045	Atsi_B	0 0 1 0 0 0	219	the day	ŋji⁵⁵	the day (opposed to night)	ŋ j i ⁵⁵	?	?	day (24 hours)	ŋji⁵⁵  | 88.42	Atsi [Zaiwa] ZMYYC	1	CCVT	ŋ j i ⁵⁵	126				1208	-	168
1046	Bola	0 0 1 0 0 4	219	the day	ŋji³⁵kauŋ³¹	the day (opposed to night)	ŋ j i ³⁵ + k a u ŋ ³¹	?	?	day (time) n	ŋji³⁵ kauŋ³¹  | 0748.32	Bola (Luxi) TBL	1 4	CCVTCVcT	ŋ j i ³⁵ ◦ k au ŋ ³¹	126				1214	-	168
1047	Burmese_ZMYYC	6	220	the day	rak	the day (opposed to night)	r ɑ k	1	ryak	day (24 hours)	rɑk  | 88.39	Burmese (Written) ZMYYC	6	CVc	r a k	126			the day // to weave	1209	-	171
1048	Burmese_ZMYYC	0 0 1 0 0 4	219	the day	ne khaṅḥ	the day (opposed to night)	?	?	niy khaṅḥ	day (time) n	ne¹ khɑŋ3  | 102.39	Burmese (Written) ZMYYC	1 4	CV_CVcT	n e ◦ kh a ṅ ḥ	126				1217	-	168
1049	Hpun	0 5 1 0 0 0	219	the day	khănìʼ	the day (opposed to night)	kʰ ă + n ìʼ	?	?	day	khănìʼ  | 0956.32	Hpun (Northern) EJAH-Hpun	5 1	CVCVc	kh ă ◦ n ì ʔ	126				1204	-	168
1050	Lashi	0 0 1 0 0 4	219	the day	ŋjei⁵⁵kuŋ³¹	the day (opposed to night)	ŋ j e i ⁵⁵ + k u ŋ ³¹	?	?	day (time) n	ŋjei⁵⁵ kuŋ³¹  | 0748.33	Leqi (Luxi) TBL	1 4	CCVTCVcT	ŋ j ei ⁵⁵ ◦ k u ŋ ³¹	126				1216	-	168
1051	Maru	0 0 1 0 0 0	219	the day	na⁵⁵	the day (opposed to night)	n a ⁵⁵	?	?	day (time) n	na⁵⁵  | 0748.31	Langsu (Luxi) TBL	1	CVT	n a ⁵⁵	126				1215	-	168
1052	Maru_B	0 0 1 0 0 0	219	the day	nɛʔ³¹	the day (opposed to night)	n ɛ ʔ ³¹	?	?	day (24 hours)	nɛʔ³¹  | 88.43	Maru [Langsu] ZMYYC	1	CVcT	n ɛ ʔ ³¹	126				1210	-	168
1053	Xiandao	0 0 1 2 0 0	219	the day	nai³⁵tsin³⁵	the day (opposed to night)	n a i ³⁵ + ts i n ³⁵	?	?	day (time) n	nai³⁵ tsin³⁵  | 0748.29	Achang (Xiandao) TBL	1 2	CVTCVcT	n ai ³⁵ ◦ ts i n ³⁵	126				1212	-	168
1054	Hpun	7 0 1 0 0 0	219	the day of week	ănì	the day (opposed to night)	ă + n ì	?	?	day of week	ănì  | 89n260	Hpun (Northern) EJAH-Hpun	7 1	VCV	ă ◦ n ì	127				1218	-	169
1055	Lashi_B	0 0 0 0 2	161	the dead animal	maŋ³¹	the animal	m a ŋ ³¹	?	?	carcass / dead animal	maŋ³¹  | 1.15	Lashi DQ-Lashi	2	CVcT	m a ŋ ³¹	128				846	-	84
1056	Maru_C	0 0 0 0 2	161	the dead animal	mɔ̃³¹	the animal	m ɔ̃ ³¹	?	?	carcass / dead animal	mɔ̃³¹  | 1.15	Maru [Langsu] DQ-Langsu	2	CVVT	m ɔ̃ ∼ ³¹	128				847	-	84
1057	Achang_Lianghe	0 0 0 1	221	the dog	khui³¹	the dog	kʰ u i ³¹	?	?	dog n	khui³¹  | 735.45	Achang (Lianghe) JZ-Achang	1	CVT	kh ui ³¹	129				1221	-	172
1058	Achang_Longchuan	0 0 0 1	221	the dog	xui³¹	the dog	x u i ³¹	?	?	dog n	xui³¹  | 0289.28	Achang (Longchuan) TBL	1	CVT	x ui ³¹	129				1222	-	172
1059	Achang_Luxi	0 0 0 1	221	the dog	khui⁵⁵	the dog	kʰ u i ⁵⁵	?	?	dog n	khui⁵⁵  | 1634.50	Achang (Luxi) JZ-Achang	1	CVT	kh ui ⁵⁵	129				1223	-	172
1060	Atsi	0 0 0 1	221	the dog	khui²¹	the dog	kʰ u i ²¹	?	?	dog n	khui²¹  | 0289.30 | cf. 0765.30	Atsi [Zaiwa] TBL	1	CVT	kh ui ²¹	129				1225	-	172
1061	Bola	0 0 0 1	221	the dog	khui³⁵	the dog	kʰ u i ³⁵	?	?	dog n	khui³⁵  | 0289.32 | cf. 0765.32	Bola (Luxi) TBL	1	CVT	kh ui ³⁵	129				1226	-	172
1062	Burmese_ZMYYC	0 0 0 1	221	the dog	khweḥ	the dog	kʰ u y ³	?	khuyḥ	dog n	khuy³  | 119.39	Burmese (Written) ZMYYC	1	CCVT	kh w e ḥ	129				1227	-	172
1063	Hpun	2 0 0 1	221	the dog	tăkhwìʼ	the dog	t ă + kʰ w ìʼ	?	?	dog n	tăkhwìʼ  | Q.36	Hpun (Northern) EJAH-Hpun	2 1	CVCCVc	t ă ◦ kh w ì ʔ	129				1228	-	172
1064	Lashi	0 0 0 1	221	the dog	khui⁵⁵	the dog	kʰ u i ⁵⁵	?	?	dog n	khui⁵⁵  | 0289.33 | cf. 0765.33	Leqi (Luxi) TBL	1	CVT	kh ui ⁵⁵	129				1230	-	172
1065	Maru	0 0 3 1	221	the dog	lə̆³¹kha³⁵	the dog	l ə̆ ³¹ + kʰ a ³⁵	?	?	dog n	lə̆³¹ kha³⁵  | 0289.31 | cf. 0765.31	Langsu (Luxi) TBL	3 1	CVTCVT	l ə̆ ³¹ ◦ kh a ³⁵	129				1229	-	172
1066	Maru_B	0 0 3 1	221	the dog	lə̆³¹kha³⁵	the dog	l ə̆ ³¹ + kʰ a ³⁵	?	?	dog	lə̆³¹ kha³⁵  | 119.43	Maru [Langsu] ZMYYC	3 1	CVTCVT	l ə̆ ³¹ ◦ kh a ³⁵	129				1219	-	172
1067	Xiandao	0 0 0 1	221	the dog	fui³¹	the dog	f u i ³¹	?	?	dog n	fui³¹  | 0289.29 | cf. 0765.29	Achang (Xiandao) TBL	1	CVT	f ui ³¹	129				1224	-	172
1068	Achang_Longchuan	1 0 0 0 2	161	the domestic animal	n̥o³¹m̥ʐaŋ³¹	the animal	n̥ o ³¹ + m̥ ʐ a ŋ ³¹	?	?	livestock / animal (domestic) n	n̥o³¹ m̥ʐaŋ³¹  | 0253.28	Achang (Longchuan) TBL	1 2	CVTcCVcT	n̥ o ³¹ ◦ m̥ ʐ a ŋ ³¹	130				848	-	85
1069	Atsi	1 0 0 0 2	161	the domestic animal	no²¹mjaŋ²¹	the animal	n o ²¹ + m j a ŋ ²¹	?	?	livestock / animal (domestic) n	no²¹ mjaŋ²¹  | 0253.30	Atsi [Zaiwa] TBL	1 2	CVTCCVcT	n o ²¹ ◦ m j a ŋ ²¹	130				849	-	85
1070	Maru	0 3 0 0 2	161	the domestic animal	nŭŋ³⁵mjɔ̃³⁵	the animal	n ŭ ŋ ³⁵ + m j ɔ̃ ³⁵	?	?	livestock / animal (domestic) n	nŭŋ³⁵ mjɔ̃³⁵  | 0253.31	Langsu (Luxi) TBL	3 2	CVcTCCVVT	n ŭ ŋ ³⁵ ◦ m j ɔ̃ ∼ ³⁵	130				850	-	85
1071	Achang_Longchuan	1 0 0 2	222	the dove	kai³¹tɕe⁵⁵	the dove	k a i ³¹ + tɕ e ⁵⁵	?	?	dove n	kai³¹ tɕe⁵⁵  | 0302.28	Achang (Longchuan) TBL	1 2	CVTCVT	k ai ³¹ ◦ tɕ e ⁵⁵	131				1231	-	174
1072	Atsi	1 0 0 2	222	the dove	ka̱i⁵⁵kje²¹	the dove	k a̱ i ⁵⁵ + k j e ²¹	?	?	dove n	ka̱i⁵⁵ kje²¹  | 0302.30	Atsi [Zaiwa] TBL	1 2	CVTCCVT	k a̱i ⁵⁵ ◦ k j e ²¹	131				1233	-	174
1073	Bola	1 0 0 2	222	the dove	ka̱i³⁵kjɛ̱̃³⁵	the dove	k a̱ i ³⁵ + k j ɛ̱̃ ³⁵	?	?	dove n	ka̱i³⁵ kjɛ̱̃³⁵  | 0302.32	Bola (Luxi) TBL	1 2	CVTCCVVT	k a̱i ³⁵ ◦ k j ɛ̱̃ ∼ ³⁵	131				1234	-	174
1074	Hpun	0 3 0 2	222	the dove	ù-xu	the dove	ù + x u	?	?	dove n	ù-xu  | 37	Hpun (Northern) EJAH-Hpun	3 2	VCV	ù ◦ x u	131				1235	-	174
1075	Lashi	0 0 4 2	222	the dove	phəŋ⁵⁵kjo̱u⁵⁵	the dove	pʰ ə ŋ ⁵⁵ + k j o̱ u ⁵⁵	?	?	dove n	phəŋ⁵⁵ kjo̱u⁵⁵  | 0302.33	Leqi (Luxi) TBL	4 2	CVcTCCVT	ph ə ŋ ⁵⁵ ◦ k j o̱u ⁵⁵	131				1237	-	174
1076	Maru	1 0 0 2	222	the dove	ka̱i³⁵kjɛ³¹	the dove	k a̱ i ³⁵ + k j ɛ ³¹	?	?	dove n	ka̱i³⁵ kjɛ³¹  | 0302.31	Langsu (Luxi) TBL	1 2	CVTCCVT	k a̱i ³⁵ ◦ k j ɛ ³¹	131				1236	-	174
1077	Maru_D	0 0 0 2	222	the dove	tjò'	the dove	t j ò '	?	?	dove n	tjò'  | 497	Maru [Langsu] JO-PB	2	CCV	t j ò	131				1238	-	174
1078	Xiandao	1 0 0 2	222	the dove	kai³¹cɛ⁵⁵	the dove	k a i ³¹ + c ɛ ⁵⁵	?	?	dove n	kai³¹ cɛ⁵⁵  | 0302.29	Achang (Xiandao) TBL	1 2	CVTCVT	k ai ³¹ ◦ c ɛ ⁵⁵	131				1232	-	174
1079	Achang_Longchuan	0 0 1 0 0 2	588	the dream	it⁵⁵mɔʔ⁵⁵	to dream	i t ⁵⁵ + m ɔ ʔ ⁵⁵	?	?	dream n	it⁵⁵ mɔʔ⁵⁵  | 0699.28	Achang (Longchuan) TBL	1 2	VcTCVcT	i t ⁵⁵ ◦ m ɔ ʔ ⁵⁵	132				3367	-	686
1080	Atsi	4 0 0 0 0 2	588	the dream	ju̱p⁵⁵moʔ²¹	to dream	j u̱ p ⁵⁵ + m o ʔ ²¹	?	?	dream n	ju̱p⁵⁵ moʔ²¹  | 0699.30	Atsi [Zaiwa] TBL	4 2	CVcTCVcT	j u̱ p ⁵⁵ ◦ m o ʔ ²¹	132			the dream // to dream	3369	-	686
1081	Bola	4 0 0 0 0 2	588	the dream	ja̱p⁵⁵maʔ⁵⁵	to dream	j a̱ p ⁵⁵ + m a ʔ ⁵⁵	?	?	dream n	ja̱p⁵⁵ maʔ⁵⁵  | 0699.32	Bola (Luxi) TBL	4 2	CVcTCVcT	j a̱ p ⁵⁵ ◦ m a ʔ ⁵⁵	132				3370	-	686
1082	Lashi	4 0 0 0 0 2	588	the dream	jɔ̱p⁵⁵mɔʔ³¹	to dream	j ɔ̱ p ⁵⁵ + m ɔ ʔ ³¹	?	?	dream n	jɔ̱p⁵⁵ mɔʔ³¹  | 0699.33	Leqi (Luxi) TBL	4 2	CVcTCVcT	j ɔ̱ p ⁵⁵ ◦ m ɔ ʔ ³¹	132				3372	-	686
1083	Maru	4 0 0 0 0 2	588	the dream	ja̱p³¹mɔʔ³¹	to dream	j a̱ p ³¹ + m ɔ ʔ ³¹	?	?	dream n	ja̱p³¹ mɔʔ³¹  | 0699.31	Langsu (Luxi) TBL	4 2	CVcTCVcT	j a̱ p ³¹ ◦ m ɔ ʔ ³¹	132			the dream // to dream	3371	-	686
1084	Xiandao	0 3 0 0 0 2	588	the dream	in³¹mɔʔ⁵⁵	to dream	i n ³¹ + m ɔ ʔ ⁵⁵	?	?	dream n	in³¹ mɔʔ⁵⁵  | 0699.29	Achang (Xiandao) TBL	3 2	VcTCVcT	i n ³¹ ◦ m ɔ ʔ ⁵⁵	132			the dream // to dream	3368	-	686
1085	Bola_B	0 0 0 0 4 2	227	the duck egg	pjɛ̱t⁵⁵u̱³⁵	the egg	p j ɛ̱ t ⁵⁵ + u̱ ³⁵	?	?	duck egg	pjɛ̱t⁵⁵ u̱³⁵  | 575	Bola DQ-Bola	4 2	CCVcTVT	p j ɛ̱ t ⁵⁵ ◦ u̱ ³⁵	133				1285	-	183
1086	Xiandao_B	0 0 0 0 4 2	227	the duck egg	pʐap³⁵u³¹	the egg	pʐ a p ³⁵ + u ³¹	?	?	duck egg	pʐap³⁵ u³¹  | 575	Achang (Xiandao) DQ-Xiandao	4 2	CCVcTVT	p ʐ a p ³⁵ ◦ u ³¹	133				1284	-	183
1087	Achang_Lianghe	1 2	224	the dust	phɑ³¹lɑu³¹	the dust	pʰ ɑ ³¹ + l ɑ u ³¹	?	?	dust 1	phɑ³¹ lɑu³¹  | 130.28	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	ph ɑ ³¹ ◦ l ɑu ³¹	134				1250	-	176
1088	Achang_Longchuan	3 4	225	the dust	ȵ̥on⁵⁵mɔk³⁵	the dust	ȵ̥ o n ⁵⁵ + m ɔ k ³⁵	?	?	dust 2	ȵ̥on⁵⁵ mɔk³⁵  | 0045.28	Achang (Longchuan) TBL	3 4	CVcTCVcT	ȵ̥ o n ⁵⁵ ◦ m ɔ k ³⁵	134				1256	-	177
1089	Achang_Luxi	1 2	224	the dust	pha⁵⁵lau⁵¹	the dust	pʰ a ⁵⁵ + l a u ⁵¹	?	?	dust 1	pha⁵⁵ lau⁵¹  | 0781.03	Achang (Luxi) JZ-Achang	1 2	CVTCVT	ph a ⁵⁵ ◦ l au ⁵¹	134				1251	-	176
1090	Atsi	1 2	224	the dust	phui²¹la̱u⁵¹	the dust	pʰ u i ²¹ + l a̱ u ⁵¹	?	?	dust 1	phui²¹ la̱u⁵¹  | 0045.30	Atsi [Zaiwa] TBL	1 2	CVTCVT	ph ui ²¹ ◦ l a̱u ⁵¹	134				1252	-	176
1091	Bola	1 2	224	the dust	phə̆³¹lau⁵⁵	the dust	pʰ ə̆ ³¹ + l a u ⁵⁵	?	?	dust 1	phə̆³¹ lau⁵⁵  | 0045.32	Bola (Luxi) TBL	1 2	CVTCVT	ph ə̆ ³¹ ◦ l au ⁵⁵	134				1253	-	176
1092	Lashi	1 2	224	the dust	phə̆⁵⁵lo̱u³³	the dust	pʰ ə̆ ⁵⁵ + l o̱ u ³³	?	?	dust 1	phə̆⁵⁵ lo̱u³³  | 0045.33	Leqi (Luxi) TBL	1 2	CVTCVT	ph ə̆ ⁵⁵ ◦ l o̱u ³³	134				1255	-	176
1093	Maru	1 2	224	the dust	phɔ̆i³⁵lu̱k³¹	the dust	pʰ ɔ̆ i ³⁵ + l u̱ k ³¹	?	?	dust 1	phɔ̆i³⁵ lu̱k³¹  | 0045.31	Langsu (Luxi) TBL	1 2	CVTCVcT	ph ɔ̆i ³⁵ ◦ l u̱ k ³¹	134				1254	-	176
1094	Achang_Lianghe	0 1 0 0 2 0 0 0 0	226	the ear	na³¹kɯ³¹	the ear	n a ³¹ + k ɯ ³¹	?	?	ear	na³¹ kɯ³¹  | 2410	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	n a ³¹ ◦ k ɯ ³¹	135				1257	-	178
1095	Achang_Longchuan	0 1 0 0 0 3 0 0 0	226	the ear	ni³¹tʂhua³¹	the ear	n i ³¹ + tʂʰ u a ³¹	?	?	ear n	ni³¹ tʂhua³¹  | 0081.28	Achang (Longchuan) TBL	1 3	CVTCVT	n i ³¹ ◦ tʂh ua ³¹	135				1272	-	178
1096	Achang_Longchuan_C	0 1 0 0 0 3 0 0 0	226	the ear	ni³¹tʂhua³¹	the ear	n i ³¹ + tʂʰ u a ³¹	?	?	ear	ni³¹ tʂhua³¹  | 10.4.4	Achang (Longchuan) JZ-Achang	1 3	CVTCVT	n i ³¹ ◦ tʂh ua ³¹	135				1258	-	178
