# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
373	Guangzhou	rooster	35	生鸡	saŋ⁵⁵kɐj⁵⁵	331
374	Nanchang	rooster	35	鸡公	ʨi⁴²kuŋ⁴²	412
375	Chengdu	rooster	35	鸡公	ʨi⁵⁵koŋ⁵⁵	412
376	Chengdu	rooster	35	雄鸡	ɕɥoŋ³¹ʨi⁵⁵	903
377	Taiyuan	rooster	35	公鸡	kwəŋ¹¹ʨi¹¹	412
378	Shexian	rooster	35	鸡公	ʨi³¹kwʌ̃³¹	412
379	Beijing	rooster	35	公鸡	kuŋ⁵⁵ʨi⁵⁵	412
380	Kunming	rooster	35	公鸡	koŋ⁴⁴ʨi⁴⁴	412
381	Shanghai	rooster	35	雄鸡	ɦjoŋ¹³ʨi⁵³	903
382	Shanghai	rooster	35	公鸡	koŋ⁵³ʨi⁵³	412
# 
383	Meixian	chicken	36	鸡嫲	ke⁴⁴ma¹¹	935
384	Changsha	chicken	36	鸡婆	ʨi³³po¹³	1104
385	Guixian	chicken	36	子鸡	ʦɿ⁴²ʨi⁵⁵	187
386	Guixian	chicken	36	草鸡	ʦʰa⁴²ʨi⁵⁵	661
387	Guixian	chicken	36	母鸡	mu⁴²ʨi⁵⁵	1127
388	Xiamen	chicken	36	鸡母	kwe⁵⁵bu	1127
389	Xiamen	chicken	36	鸡僆	kwe⁵⁵nwa²²	1076
390	Hefei	chicken	36	母鸡	məŋ²⁴ʦɿ²¹	1127
391	Hefei	chicken	36	老母鸡	lɔ²⁴məʦɿ²¹	401
392	Jinan	chicken	36	母鸡	mu⁵⁵ʨi	1127
393	Jinan	chicken	36	草鸡	ʦʰɔ⁵⁵ʨi	661
394	Hangzhou	chicken	36	婆鸡	bo²¹³ʨi	1104
395	Guangzhou	chicken	36	鸡乸	kɐj⁵⁵na³⁵	949
396	Guangzhou	chicken	36	鸡项	kɐj⁵⁵hɔŋ³⁵	74
397	Nanchang	chicken	36	鸡婆	ʨi⁴²pʰo²⁴	1104
398	Chengdu	chicken	36	老母鸡	naw⁵³mu⁵³ʨi⁵⁵	401
399	Chengdu	chicken	36	鸡婆	ʨi⁵⁵pʰo³¹	1104
400	Taiyuan	chicken	36	草鸡	ʦʰaw⁵³ʨi¹¹	661
401	Shexian	chicken	36	鸡母	ʨi³¹m̩³⁵	1127
402	Shexian	chicken	36	鸡婆	ʨi³¹pʰo⁴⁴	1104
403	Beijing	chicken	36	母鸡	mu²¹⁴ʨi⁵⁵	1127
404	Kunming	chicken	36	母鸡	mu⁵³ʨi⁴⁴	1127
405	Shanghai	chicken	36	雌鸡	ʦʰɿ⁵³ʨi⁵³	361
406	Shanghai	chicken	36	母鸡	mu¹³ʨi⁵³	1127
# 
407	Meixian	sparrow	37	禾笔儿	vo¹¹pit¹le	1166
408	Changsha	sparrow	37	麻雀子	ma¹³ʦʰjo²⁴ʦɿ	91
409	Guixian	sparrow	37	麻雀	ma²¹ʨʰjo²¹	91
410	Xiamen	sparrow	37	粟鸟仔	ʦʰik²ʦjawiau⁵³a⁵³	225
411	Hefei	sparrow	37	麻啾	ma⁵⁵ʨʰjɯ²¹	113
412	Jinan	sparrow	37	家雀儿	ʨja²¹³ʨʰɥər	91
413	Jinan	sparrow	37	家雀子	ʨja²¹³ʨʰɥəʦɿ	783
414	Hangzhou	sparrow	37	麻巧儿	mɑ²¹³ʨʰjɔ⁵³əl²¹³	20
415	Guangzhou	sparrow	37	麻雀	ma²¹ʦœk³³	91
416	Nanchang	sparrow	37	奸雀子	kan⁴²ʨʰjɔʔ⁰²ʦɿ⁰²	33
417	Nanchang	sparrow	37	麻雀子	mɑ⁴⁵ʨʰjɔʔ⁰⁴ʦɿ⁰⁴	91
418	Chengdu	sparrow	37	麻雀儿	ma³¹ʨʰɥər³¹	91
419	Taiyuan	sparrow	37	雀儿	ʨʰɥar⁵³	1127
420	Taiyuan	sparrow	37	麻雀儿	ma¹¹ʨʰɥar⁵³	91
421	Shexian	sparrow	37	麻雀	ma⁴⁴ʦʰjɔʔ²¹	91
422	Beijing	sparrow	37	家雀儿	ʨja⁵⁵ʨʰjɑwiɑur²¹⁴	91
423	Kunming	sparrow	37	谷雀	ku³¹ʨʰjo³¹	61
424	Kunming	sparrow	37	麻雀	mᴀ³¹ʨʰjo³¹	91
425	Shanghai	sparrow	37	麻雀	mo¹³ʨʰjaʔ⁵	91
426	Shanghai	sparrow	37	麻鸟	mo¹³tjɔ⁵³	455
# 
427	Meixian	mouse	38	老鼠儿	law³¹ʦʰu³¹ve	946
428	Changsha	mouse	38	老鼠子	law⁴¹ɕy⁴¹ʦɿ	594
429	Changsha	mouse	38	高客	kaw³³kʰə²⁴	802
430	Guixian	mouse	38	耗子	xa²¹³ʦɿ⁴²	45
431	Xiamen	mouse	38	老鼠	njawiau⁵³ʦʰu⁵³	946
432	Hefei	mouse	38	老鼠	lɔ²⁴t͡ʂʰwə	946
433	Jinan	mouse	38	老鼠	lɔ⁵⁵ʂu	946
434	Jinan	mouse	38	耗子	xɔ²¹ʦɿ	45
435	Hangzhou	mouse	38	老鼠	lɔ⁵³ʦʰy⁵³	946
436	Nanchang	mouse	38	老鼠	lɑw²¹³ɕy⁰⁴	946
437	Chengdu	mouse	38	老鼠	naw⁵³su⁵³	946
438	Chengdu	mouse	38	耗子	xaw¹³ʦɿ⁵³	45
439	Shexian	mouse	38	老鼠	lɔ³⁵ʨʰy³⁵	946
440	Shexian	mouse	38	尖嘴	ʦe³¹ʨy³⁵	1174
441	Beijing	mouse	38	耗子	xɑw⁵¹ʦɿ¹	45
442	Kunming	mouse	38	老鼠	lɔ⁵³t͡ʂʰu⁵³	946
443	Shanghai	mouse	38	老虫	lɔ¹³zoŋ²³	32
444	Shanghai	mouse	38	老鼠	lɔ¹³ʦʰɿ³⁵	946
# 
445	Meixian	bedbug	39	乾蜱	kon⁴⁴pʰi⁴⁴	806
446	Changsha	bedbug	39	臭虫	t͡ʂʰəw⁵⁵t͡ʂoŋ¹³	1064
447	Changsha	bedbug	39	香姑娘	ɕjan³³ku³³ȵjan¹³	461
448	Guixian	bedbug	39	臭虫	ʦʰəw²¹³ʦʰoŋ²¹	1064
449	Xiamen	bedbug	39	木虱	bat⁵sat³²	601
450	Hefei	bedbug	39	臭虫	t͡ʂʰɯ⁵³t͡ʂʰəŋ	1064
451	Jinan	bedbug	39	臭虫	t͡ʂʰow²¹t͡ʂʰuŋ⁴²	1064
452	Hangzhou	bedbug	39	臭虫	ʦʰej⁴⁴⁵ʣoŋ²¹³	1064
453	Guangzhou	bedbug	39	木虱	mok²sɐt⁵	601
454	Nanchang	bedbug	39	臭虫	ʦʰɨw²¹³ʦʰuŋ⁰⁴	1064
455	Chengdu	bedbug	39	臭虫	ʦʰəw¹³ʦʰoŋ³¹	1064
456	Taiyuan	bedbug	39	壁虱	pjəʔ²səʔ²	988
457	Shexian	bedbug	39	木虱	mɔ²²seʔ²¹	601
458	Shexian	bedbug	39	壁虱	pi²¹seʔ²¹	988
459	Beijing	bedbug	39	臭虫	t͡ʂʰow⁵¹t͡ʂʰuŋ¹	1064
460	Kunming	bedbug	39	壁虱	pi³¹sə³¹	988
461	Shanghai	bedbug	39	臭虫	ʦʰɤ³⁵zoŋ²³	1064
462	Shanghai	bedbug	39	瘪虱	pjɪʔ⁵səʔ⁵	1191
# 
463	Meixian	house	40	屋儿	vuk¹e	1127
464	Changsha	house	40	屋	u²⁴	589
465	Guixian	house	40	房子	faŋ²¹ʦɿ⁴²	1003
466	Xiamen	house	40	厝	ʦʰu²¹	978
467	Hefei	house	40	宅子	ʦɐʔ⁵ʦə	218
468	Jinan	house	40	房子	faŋ⁴²ʦɿ	1003
469	Jinan	house	40	屋	u²¹³	589
470	Hangzhou	house	40	房子	vɑŋ²¹³ʦɿ	1003
471	Guangzhou	house	40	屋	ok⁵	589
472	Nanchang	house	40	屋	uʔ⁵	589
473	Chengdu	house	40	房子	faŋ³¹ʦɿ⁵³	1003
474	Taiyuan	house	40	房子	fɒ̃¹¹ʦəʔ	1003
475	Shexian	house	40	屋	uʔ²¹	589
476	Beijing	house	40	房子	fɑŋ³⁵ʦɿ³	1003
477	Kunming	house	40	房子	fᴀ̃³¹ʦɿ⁵³	1003
478	Shanghai	house	40	房子	vɑ̃¹³ʦɿ³⁵	1003
# 
479	Meixian	window	42	窗儿	ʦʰuŋ⁴⁴ŋe	688
480	Changsha	window	42	亮窗	ljan¹¹ʨʰɥan³³	713
481	Guixian	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ⁴²	364
482	Xiamen	window	42	窗仔	tʰaŋ⁵⁵ŋa⁵³	807
483	Hefei	window	42	窗子	t͡ʂʰwɑ̃²¹ʦə	364
484	Jinan	window	42	窗户	t͡ʂʰwaŋ²¹³xu	1149
485	Jinan	window	42	窗子	t͡ʂʰwaŋ²¹³ʦɿ	364
486	Hangzhou	window	42	窗门	ʦʰɥɑŋ³³men²¹³	475
487	Hangzhou	window	42	窗子	ʦʰɥɑŋ³³ʦɿ⁵³	364
488	Guangzhou	window	42	窗	ʦʰœŋ⁵⁵	977
489	Guangzhou	window	42	窗门	ʦʰœŋ⁵⁵mun²¹	475
490	Nanchang	window	42	窗子	ʦʰɔŋ⁴²ʦɿ⁰²	364
491	Nanchang	window	42	格子旧	kɑʔ⁵ʦɿ⁰²	719
492	Chengdu	window	42	窗户	ʦʰwaŋ⁵⁵xu	1149
493	Chengdu	window	42	窗子	ʦʰwaŋ⁵⁵ʦɿ	364
494	Taiyuan	window	42	窗户	ʦʰwɒ̃¹¹xu⁴⁵	1149
495	Taiyuan	window	42	窗子	ʦʰwɒ̃¹¹ʦəʔ	364
496	Shexian	window	42	槛窗	kʰɛ³⁵ʦʰo³¹	493
497	Shexian	window	42	槛闼	kʰɛ³⁵tʰa²²	258
498	Beijing	window	42	窗户	t͡ʂʰwɑŋ⁵⁵xu²	1149
499	Kunming	window	42	窗户	t͡ʂʰwᴀ̃⁴⁴xoŋ⁴⁴	1149
500	Shanghai	window	42	窗门	ʦʰɑ̃⁵³məŋ¹³	475
501	Shanghai	window	42	窗	ʦʰɑ̃⁵³	977
# 
502	Meixian	doorsills	43	门段	mun¹¹ton⁵³	556
503	Changsha	doorsills	43	门坎	mən¹³kʰan⁴¹	612
504	Guixian	doorsills	43	门坎	men²¹kʰan⁴²	612
505	Xiamen	doorsills	43	户滇	hɔ²²tiŋ²²	171
506	Hefei	doorsills	43	门坎	mən⁵⁵kʰæ̃²⁴	612
507	Jinan	doorsills	43	门槛子	mẽ⁴²ʨʰjã²¹ʦɿ	650
508	Hangzhou	doorsills	43	门坎	men²¹³kʰᴇ̃⁵³	612
509	Guangzhou	doorsills	43	门坎	mun²¹hɐm	612
510	Nanchang	doorsills	43	门坎	mɨn⁴⁵kan⁰⁴	612
511	Chengdu	doorsills	43	门槛	mən³¹kʰan⁵³	650
512	Taiyuan	doorsills	43	门限限	məŋ¹¹ɕje⁴⁵ɕje⁴⁵	474
513	Shexian	doorsills	43	门槛	mʌ̃⁴⁴kʰɛ³⁵	650
514	Beijing	doorsills	43	门坎儿	mən³⁵kʰar²¹⁴	612
515	Kunming	doorsills	43	门坎	mə̃³¹kʰᴀ̃⁵³	612
516	Shanghai	doorsills	43	门槛	məŋ¹³kʰe³⁵	650
# 
517	Meixian	kitchen	45	厨房下	ʦʰu¹¹foŋ¹¹ha⁴⁴	514
518	Changsha	kitchen	45	厨房	ʨy¹³fan¹³	514
519	Changsha	kitchen	45	灶屋	ʦaw⁵⁵u²⁴	772
520	Guixian	kitchen	45	厨房	ʦʰu²¹faŋ²¹	514
521	Guixian	kitchen	45	灶房	ʦa²¹³faŋ²¹	705
522	Xiamen	kitchen	45	灶骹	ʦaw²¹kʰa⁵⁵	356
523	Xiamen	kitchen	45	厨房	tu³⁵paŋ³⁵	514
524	Hefei	kitchen	45	锅间	ku²¹ʨjɪ̃²¹	945
525	Jinan	kitchen	45	饭屋	fã²¹u	1048
526	Jinan	kitchen	45	厨房	t͡ʂʰu⁴²faŋ⁴²	514
527	Hangzhou	kitchen	45	厨房	ʣy²¹³vɑŋ²¹³	514
528	Guangzhou	kitchen	45	厨房	ʦʰøɥ²¹fɔŋ²¹	514
529	Guangzhou	kitchen	45	下间	ha²²kan⁵⁵	87
530	Nanchang	kitchen	45	厨房	ʨʰy²⁴fɔŋ⁰⁴	514
531	Chengdu	kitchen	45	厨房	ʦʰu³¹faŋ³¹	514
532	Chengdu	kitchen	45	灶房	ʦaw¹³faŋ³¹	705
533	Chengdu	kitchen	45	灶屋	ʦaw¹³u³¹	772
534	Chengdu	kitchen	45	灶门间儿	ʦaw¹³mən³¹ʨʰɥər⁵⁵	83
535	Taiyuan	kitchen	45	厨房	ʦʰu¹¹fɒ̃¹¹	514
536	Shexian	kitchen	45	灶下	ʦɔ³²⁴xa³⁵	208
537	Beijing	kitchen	45	厨房	t͡ʂʰu³⁵fɑŋ³⁵	514
538	Kunming	kitchen	45	灶房	ʦɔ²¹²fᴀ̃³¹	705
539	Shanghai	kitchen	45	灶披间	ʦɔ³⁵pʰi⁵³ke⁵³	397
# 
540	Meixian	chimney	46	烟涵	jan⁴⁴ham¹¹	1130
541	Changsha	chimney	46	烟筒	jẽ³³toŋ¹³	538
542	Guixian	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	307
543	Xiamen	chimney	46	烟筒	jan⁵⁵taŋ³⁵	538
544	Hefei	chimney	46	烟龙	jɪ̃²¹ləŋ	687
545	Jinan	chimney	46	烟筒	jã²¹³tʰuŋ	538
546	Jinan	chimney	46	灶突	ʦɔ²¹tu⁴²	950
547	Jinan	chimney	46	气烟	ʨʰi²¹jã	851
548	Hangzhou	chimney	46	烟囱	ʔjᴇ̃³³ʦʰoŋ³³	307
549	Guangzhou	chimney	46	烟通	jin⁵⁵tʰoŋ⁵⁵	40
550	Nanchang	chimney	46	烟筒	jɛn⁴²tʰuŋ⁰²	538
551	Chengdu	chimney	46	烟囱	jan⁵⁵ʦʰoŋ⁵⁵	307
552	Taiyuan	chimney	46	烟洞	je¹¹twəŋ⁴⁵	1138
553	Taiyuan	chimney	46	烟筒	je¹¹tʰwəŋ⁵³	538
554	Shexian	chimney	46	烟囱	je³¹ʦʰʌ̃³¹	307
555	Beijing	chimney	46	烟筒	jan⁵⁵tʰuŋ²	538
556	Kunming	chimney	46	烟囱	jɛ̃⁴⁴ʦʰoŋ⁴⁴	307
557	Shanghai	chimney	46	烟囱	i⁵³ʦʰoŋ⁵³	307
# 
558	Meixian	table	47	桌儿	ʦok¹e	1127
559	Changsha	table	47	桌子	ʦo²⁴ʦɿ	718
560	Guixian	table	47	桌子	ʦo²¹ʦɿ⁴²	718
561	Xiamen	table	47	桌仔	toʔ³²a⁵³	943
562	Xiamen	table	47	桌	toʔ³²	1047
563	Hefei	table	47	桌子	t͡ʂwɐ⁵ʦə	718
564	Jinan	table	47	桌子	t͡ʂwə²¹³ʦɿ	718
565	Hangzhou	table	47	桌子	ʦoʔ⁵ʦɿ	718
566	Guangzhou	table	47	枱	tʰɔj²¹	643
567	Nanchang	table	47	桌子	ʦɔʔ⁵ʦɿ⁰²	718
568	Chengdu	table	47	桌子	ʦo³¹ʦɿ⁵³	718
569	Taiyuan	table	47	桌子	ʦwaʔ²ʦəʔ	718
570	Shexian	table	47	桌	ʦɔʔ²¹	1047
571	Beijing	table	47	桌子	t͡ʂwo⁵⁵ʦɿ²	718
572	Kunming	table	47	桌子	t͡ʂo³¹ʦɿ⁵³	718
573	Shanghai	table	47	台子	de¹³ʦɿ³⁵	872
# 
574	Meixian	stairs	48	梯排	tʰoj⁴⁴pʰaj¹¹	970
575	Changsha	stairs	48	楼梯	ləw¹³tʰi³³	1035
576	Guixian	stairs	48	楼梯	ləw²¹tʰi⁵⁵	1035
577	Xiamen	stairs	48	楼梯	law³⁵tʰwi	1035
578	Xiamen	stairs	48	楼徛	law³⁵kja²²	671
579	Hefei	stairs	48	楼梯	lɯ⁵⁵ʦʰɿ²¹	1035
580	Jinan	stairs	48	楼梯	low²¹tʰi²¹³	1035
581	Hangzhou	stairs	48	扶梯	ɦu²¹³tʰi³³	533
582	Guangzhou	stairs	48	楼梯	lɐw²¹tʰɐj⁵⁵	1035
583	Nanchang	stairs	48	楼梯	lɛw⁴⁵tʰi⁰⁴	1035
584	Chengdu	stairs	48	楼梯	nəw³¹tʰi⁵⁵	1035
585	Taiyuan	stairs	48	楼梯	ləw¹¹tʰi¹¹	1035
586	Shexian	stairs	48	阁梯	kɔ²¹tʰɛ³¹	16
587	Shexian	stairs	48	阁桥	kɔ²¹ʨʰjɔ⁴⁴	29
588	Beijing	stairs	48	楼梯	low³⁵tʰi⁵⁵	1035
589	Kunming	stairs	48	楼梯	ləw³¹tʰi⁴⁴	1035
590	Shanghai	stairs	48	胡梯	ɦu¹³tʰi⁵³	339
# 
591	Meixian	head	49	头	tʰew¹¹	944
592	Changsha	head	49	脑壳	law⁴¹kʰo²⁴	937
593	Guixian	head	49	脑壳	la⁴²kʰo²¹	937
594	Xiamen	head	49	头壳	tʰaw³⁵kʰak³²	937
595	Xiamen	head	49	头	tʰaw³⁵	944
596	Hefei	head	49	头	tʰɯ⁵⁵	944
597	Jinan	head	49	头	tʰow	944
598	Jinan	head	49	脑袋	nɔ⁵⁵tɛ	374
599	Hangzhou	head	49	头	dej²¹³	944
600	Guangzhou	head	49	头	tʰɐw²¹	944
601	Guangzhou	head	49	头壳	tʰɐw²¹hɔk³	937
602	Nanchang	head	49	头	tʰɛw²⁴	944
603	Chengdu	head	49	头	tʰəw³¹	944
604	Chengdu	head	49	脑壳	naw⁵³kʰo³¹	937
605	Taiyuan	head	49	得脑	təʔ²naw⁵³	484
606	Shexian	head	49	头	tʰju⁴⁴	944
607	Shexian	head	49	头脑壳	tʰju⁴⁴lɔ³⁵kʰɔʔ²¹	937
608	Beijing	head	49	脑袋	nɑw²¹⁴taj⁴	374
609	Beijing	head	49	脑袋瓜儿	nɑw²¹⁴taj⁴kwar⁵⁵	498
610	Beijing	head	49	头	tʰow³⁵	944
611	Kunming	head	49	脑壳	nɔ⁵³kʰo³¹	937
612	Shanghai	head	49	头	dɤ¹³	944
# 
613	Meixian	forehead	50	额	ŋjak¹	823
614	Meixian	forehead	50	额角	ŋjak¹kok¹	111
615	Changsha	forehead	50	额壳	ŋə²⁴kʰo²⁴	132
616	Changsha	forehead	50	额头	ŋə²⁴təw¹³	932
617	Guixian	forehead	50	额颅	ŋɛ²¹ləw⁵⁵	114
618	Xiamen	forehead	50	头额	tʰaw³⁵hjaʔ⁵	932
619	Hefei	forehead	50	额脑头	ɐʔ⁵lɔ²⁴tʰɯ⁵⁵	932
620	Jinan	forehead	50	额拉盖儿	jə²¹lakɛr²¹	1010
621	Hangzhou	forehead	50	额角头	ŋɑʔ²koʔ⁵dej²¹³	111
622	Guangzhou	forehead	50	额头	ŋak²tʰɐw²¹	932
623	Guangzhou	forehead	50	额	ŋak²	823
624	Nanchang	forehead	50	脑瓜	lɑw²¹³kwɑ⁰⁴	170
625	Chengdu	forehead	50	额颅	ŋe³¹nəw³¹	114
626	Taiyuan	forehead	50	奔颅	pəŋ¹¹ləw¹¹	497
627	Shexian	forehead	50	额角头	ŋɛ²¹kɔ²¹tʰju⁴⁴	111
628	Beijing	forehead	50	脑门儿	nɑw²¹⁴mər³⁵	717
629	Kunming	forehead	50	脑门	nɔ⁵³mə̃³¹	717
630	Kunming	forehead	50	额勒头	ə³¹lə⁴⁴tʰəw³¹	111
631	Shanghai	forehead	50	额角头	ŋaʔ¹³koʔ⁵dɤ¹³	111
# 
632	Meixian	face	51	面	mjen⁵³	229
633	Meixian	face	51	面相	mjen⁵³sjoŋ⁵³	1184
634	Changsha	face	51	脸	ljẽ⁴¹	896
635	Guixian	face	51	脸	ljan⁴²	896
636	Guixian	face	51	脸包	ljan⁴²pa⁵⁵	660
637	Xiamen	face	51	面仔	bin²²na⁵³	371
638	Xiamen	face	51	面	bin²²	229
639	Hefei	face	51	脸	ljɪ̃²⁴	896
640	Jinan	face	51	脸	ljã⁵⁵	896
641	Hangzhou	face	51	脸孔	ljᴇ̃⁵³kʰoŋ⁵³	346
642	Guangzhou	face	51	面	min²²	229
643	Nanchang	face	51	脸	ljɛn²¹³	896
644	Chengdu	face	51	脸	njan⁵³	896
645	Taiyuan	face	51	眉眼	mi¹¹nje⁵³	887
646	Taiyuan	face	51	脸	lje⁵³	896
647	Shexian	face	51	面嘴	me²²ʨy³⁵	1129
648	Shexian	face	51	面孔	me²²kʰwʌ̃³⁵	815
649	Beijing	face	51	脸	ljan²¹⁴	896
650	Kunming	face	51	脸	ljɛ̃⁵³	896
651	Shanghai	face	51	面孔	mi¹³kʰoŋ³⁵	815
# 
652	Meixian	nose	52	鼻公	pʰi⁵³kuŋ⁴⁴	506
653	Changsha	nose	52	鼻子	pi²⁴ʦɿ	28
654	Guixian	nose	52	鼻子	pi²¹ʦɿ⁴²	28
655	Xiamen	nose	52	鼻仔	pʰĩ²²jã⁵³	893
656	Xiamen	nose	52	鼻	pʰĩ²²	389
657	Hefei	nose	52	鼻子	pjəʔ⁵ʦə	28
658	Jinan	nose	52	鼻子	pi⁴²ʦɿ	28
659	Hangzhou	nose	52	鼻头	bɑʔ²dej²¹³	729
660	Guangzhou	nose	52	鼻哥	pej²²kɔ⁵⁵	680
661	Nanchang	nose	52	鼻公	pʰiʔ²kuŋ⁰²	506
662	Chengdu	nose	52	鼻子	pi³¹ʦɿ⁵³	28
663	Taiyuan	nose	52	鼻子	pjəʔ⁵⁴ʦəʔ	28
664	Shexian	nose	52	鼻头	pʰi²²tʰju⁴⁴	729
665	Shexian	nose	52	鼻孔	pʰi²²kʰwʌ̃³⁵	30
666	Beijing	nose	52	鼻子	pi³⁵ʦɿ³	28
667	Kunming	nose	52	鼻子	pi³¹ʦɿ⁵³	28
668	Shanghai	nose	52	鼻头	bjɪʔ¹dɤ¹³	729
# 
669	Meixian	neck	53	颈茎	kjaŋ³¹kin⁴⁴	577
670	Changsha	neck	53	颈根	ʨin⁴¹kən³³	380
671	Guixian	neck	53	颈根	ʨjaŋ⁴²ken	380
672	Guixian	neck	53	脖颈	po²¹ʨjaŋ⁴²	453
673	Xiamen	neck	53	颔颈	am²²kun⁵³	979
674	Hefei	neck	53	脑颈把	lɔ²⁴ʨin²⁴pa⁵³	1030
675	Jinan	neck	53	脖子	pə⁴²ʦɿ	502
676	Jinan	neck	53	脖儿梗	pə⁴²ər⁴²kəŋ⁵⁵	878
677	Hangzhou	neck	53	脰颈	dej¹³ʨin⁵³	1176
678	Guangzhou	neck	53	颈	kɛŋ³⁵	874
679	Nanchang	neck	53	颈	ʨjɑŋ²¹³	874
680	Chengdu	neck	53	颈子	ʨin⁵³ʦɿ⁵³	886
681	Chengdu	neck	53	颈项	ʨin⁵³xaŋ¹³	148
682	Taiyuan	neck	53	脖子	paʔ⁵⁴ʦəʔ	502
683	Shexian	neck	53	项颈	xa³⁵ʨjʌ̃³⁵	148
684	Beijing	neck	53	脖颈儿	po³⁵kə̃r²¹⁴	453
685	Beijing	neck	53	脖子	po³⁵ʦɿ³	502
686	Kunming	neck	53	脖子	po³¹ʦɿ⁵³	502
687	Shanghai	neck	53	头颈	dɤ¹³ʨiŋ³⁵	118
# 
688	Meixian	left hand	54	左手	ʦo³¹su³¹	1080
689	Changsha	left hand	54	左手	ʦo⁴¹ʂəw⁴¹	1080
690	Changsha	left hand	54	左手子	ʦo⁴¹ʂəw⁴¹ʦɿ	439
691	Guixian	left hand	54	左手	ʦo⁴²səw⁴²	1080
692	Guixian	left hand	54	反手	fan⁴²səw⁴²	569
693	Xiamen	left hand	54	倒手	to²¹ʦʰju	553
694	Xiamen	left hand	54	左手	ʦo⁵³ʦʰju⁵³	1080
695	Hefei	left hand	54	左手	ʦʊ²⁴ʂɯ²⁴	1080
696	Jinan	left hand	54	左手	ʦwə²¹ʂow⁵⁵	1080
697	Hangzhou	left hand	54	借手	ʨi⁴⁴⁵sej	155
698	Hangzhou	left hand	54	小手	ɕjɔ⁵³sej⁵³	172
699	Guangzhou	left hand	54	左手	ʦɔ³⁵sɐw³⁵	1080
700	Nanchang	left hand	54	左手	ʦo²¹³sɨw²¹³	1080
701	Chengdu	left hand	54	左手	ʦo⁵³səw	1080
702	Chengdu	left hand	54	左刮刮	ʦo⁵³kwa⁵³kwa⁵³	192
703	Chengdu	left hand	54	左拐拐	ʦo⁵³kwajuai⁵³kwajuai⁵³	739
704	Chengdu	left hand	54	反手	fan⁵³səw⁵³	569
705	Taiyuan	left hand	54	左手	ʦɤ⁵³səw⁵³	1080
706	Shexian	left hand	54	反手	fɛ³⁵ɕju³⁵	569
707	Beijing	left hand	54	左手	ʦwo²¹⁴ʂow²¹⁴	1080
708	Kunming	left hand	54	左手	ʦo⁵³ʂəw⁵³	1080
709	Shanghai	left hand	54	左手	ʦu³⁵sɤ³⁵	1080
# 
710	Meixian	right hand	55	右手	ju⁵³su³¹	181
711	Changsha	right hand	55	右手	jəwiəu¹¹ʂəw⁴¹	181
712	Guixian	right hand	55	右手	jəwiəu²¹³səw⁴²	181
713	Guixian	right hand	55	正手	ʦen²¹³səw⁴²	564
714	Xiamen	right hand	55	右手	ju²²ʦʰju⁵³	181
715	Xiamen	right hand	55	正手	ʦjã²¹ʦʰju	564
716	Hefei	right hand	55	右手	jɯ⁵³ʂɯ²⁴	181
717	Jinan	right hand	55	右手	jowiou²¹ʂow⁵⁵	181
718	Hangzhou	right hand	55	顺手	zɥen¹³sej⁵³	690
719	Hangzhou	right hand	55	大手	dɑ¹³sej⁵³	35
720	Guangzhou	right hand	55	右手	jɐw²²sɐw³⁵	181
721	Nanchang	right hand	55	右手	ju²¹sɨw²¹³	181
722	Chengdu	right hand	55	右手	jəwiəu¹³səw⁵³	181
723	Taiyuan	right hand	55	正手	ʦəŋ⁴⁵səw⁵³	564
724	Taiyuan	right hand	55	右手	jəwiəu⁴⁵səw⁵³	181
725	Shexian	right hand	55	顺手	ɕɥʌ̃²²ɕju³⁵	690
726	Beijing	right hand	55	右手	jowiou⁵¹ʂow²¹⁴	181
727	Kunming	right hand	55	右手	jəwiəu²¹²ʂəw⁵³	181
728	Shanghai	right hand	55	右手	ɦjɤ¹³sɤ³⁵	181
# 
729	Meixian	fist	56	拳头	kʰjan¹¹tʰew¹¹	723
730	Changsha	fist	56	拳头骨	ʨɥẽ¹³təw¹³ku	723
731	Guixian	fist	56	碇子	tin²¹³ʦɿ⁴²	1160
732	Guixian	fist	56	砣砣	tʰo²¹tʰo⁵⁵	575
733	Xiamen	fist	56	拳头母	kun³⁵tʰaw³⁵bu⁵³	723
734	Hefei	fist	56	拳头	ʨʰɥɪ̃⁵⁵tʰɯ	723
735	Jinan	fist	56	拳头	ʨʰɥã⁴²tʰow	723
736	Jinan	fist	56	拳	ʨʰɥã⁴²	653
737	Hangzhou	fist	56	拳头	ʣɥõ²¹³dej²¹³	723
738	Guangzhou	fist	56	拳头	kʰyn²¹tʰɐw²¹	723
739	Nanchang	fist	56	拳头	ʨʰɥɵn²⁴tʰɛw⁰⁴	723
740	Chengdu	fist	56	碇子	tin¹³ʦɿ	1160
741	Chengdu	fist	56	砣子	tʰo³¹ʦɿ⁵³	575
742	Taiyuan	fist	56	圪都	kəʔ⁵⁴tu¹¹	214
743	Taiyuan	fist	56	锤	ʦʰwejuei¹¹	810
744	Shexian	fist	56	锤	ʨʰɥe⁴⁴	810
745	Shexian	fist	56	锤头	ʨʰɥe⁴⁴tʰju⁴⁴	185
746	Beijing	fist	56	拳头	ʨʰɥan³⁵tʰow³	723
747	Kunming	fist	56	捶头	t͡ʂʰwejuei³¹tʰəw³¹	1032
